Make,Broad.phase.of.flight,Incident Count
Schneider/brashear,Landing,1
Schneidhorst,Takeoff,1
Schnitz,Takeoff,1
Schooley,Unknown,1
Schrack,Landing,1
Schrack,Takeoff,1
"Schrader, Edward",Descent,1
Schramm,Maneuvering,2
Schreder,Approach,1
Schreder,Landing,1
Schreder,Maneuvering,2
Schreder,Takeoff,3
Schreiber-stitts,Takeoff,1
Schroeder,Takeoff,1
Schubert,Cruise,1
Schuchart,Approach,1
Schuetz Miniplane,Maneuvering,1
Schuler,Takeoff,1
Schulke,Unknown,1
Schulman,Unknown,1
Schultz,Approach,2
Schultz,Unknown,1
Schultz/bowers,Descent,1
Schulze,Takeoff,1
Schumacher,Approach,1
Schumacher,Go-around,1
Schumann,Landing,1
Schuning/teratorn,Go-around,1
Schutte,Unknown,1
Schwartz,Maneuvering,1
Schwarz,Approach,2
Schwarz,Takeoff,1
Schwarzler,Landing,1
Schweitzer,Landing,1
Schweitzer,Maneuvering,1
Schweizer,Approach,109
Schweizer,Climb,12
Schweizer,Cruise,54
Schweizer,Descent,23
Schweizer,Go-around,1
Schweizer,Landing,131
Schweizer,Maneuvering,135
Schweizer,Other,1
Schweizer,Standing,5
Schweizer,Takeoff,110
Schweizer,Taxi,3
Schweizer,Unknown,45
Schweizer 300CBi,Unknown,1
Schweizer Aircraft Corp,Takeoff,1
Schweizer Aircraft Corp,Unknown,1
Schweizer Aircraft Corp.,Maneuvering,1
Schweizer Aircraft Corp.,Takeoff,1
Schweizer Sgs,Approach,1
"Schweizer, N36289",Unknown,1
Scorpion,Cruise,1
Scorpion,Landing,1
Scorpion,Maneuvering,4
Scorpion Too,Maneuvering,1
Scorpion Too,Takeoff,1
Scott,Cruise,2
Scott,Descent,1
Scott,Landing,1
Scott,Maneuvering,2
Scott A. George Jr.,Cruise,1
Scottish,Cruise,1
Scottish Aviation,Climb,1
Scottish Aviation,Descent,1
Scottish Aviation,Unknown,2
Scotts-Bell 47 Inc,Unknown,1
"Scotts-Bell 47, Inc.",Unknown,1
Scovil,Cruise,1
Sea & Air Sales,Landing,1
Seabase (avid),Cruise,1
Seales,Taxi,1
Seattle Aerotech,Descent,1
Sebly Amateur Built,Cruise,1
Sederberg,Takeoff,1
Seele,Unknown,1
Sego Tool,Takeoff,1
Seguin,Unknown,1
Seguine,Unknown,1
Seher,Unknown,1
Selby Dean,Approach,1
Sellors,Landing,2
Selstad,Maneuvering,1
Semco,Other,1
Semco,Takeoff,2
Semple,Climb,1
Senft/anderson/salmon,Cruise,1
Senior Aero Sport,Landing,1
Senior Aero Sport,Maneuvering,1
Senior Aerosport/paet,Approach,1
Sergent Great Lakes,Landing,1
Sesin,Cruise,1
Sessi Midget Mustang,Takeoff,1
Sevdy Pitts Special,Maneuvering,1
Shafer,Maneuvering,1
Shaffer,Cruise,2
Shaffer,Taxi,1
Shaffer,Unknown,1
Shaffstall,Unknown,1
Shamgaugh,Cruise,1
Shank,Takeoff,1
Shanklin,Landing,1
Shanks/becker,Landing,1
Shannon,Landing,1
Shannon,Taxi,1
Shapley,Landing,1
Shapowal,Landing,1
Shark,Cruise,1
Sharp,Approach,1
Sharp,Cruise,2
Shaub,Landing,1
Shaw,Approach,1
Shaw,Cruise,1
Shaw,Takeoff,1
Shaw,Unknown,1
Shea,Landing,1
Shear,Maneuvering,1
Sheats,Takeoff,1
Sheel,Takeoff,1
Sheely,Takeoff,1
Sheets,Takeoff,1
Shempp-hirth,Maneuvering,1
Shepard,Climb,1
Shepherd,Takeoff,1
Sheppard,Climb,1
Sheppard,Landing,1
Sherman,Maneuvering,1
Sherman Holie,Takeoff,1
"Sherman John, H",Landing,1
Sherman Powell,Takeoff,1
Shewmaker,Approach,1
Shimer,Landing,1
Shindler,Cruise,1
Shindler-smiley,Cruise,1
Shiner,Landing,1
Shirlan Dickey,Cruise,1
Shoaf,Maneuvering,1
Shoemaker,Approach,1
Shook,Landing,1
Shook,Unknown,1
Shorethose,Landing,1
Short,Landing,1
Short,Other,1
Short Bros.,Approach,1
Short Bros.,Landing,1
Short Bros.,Takeoff,1
Short Brothers,Approach,5
Short Brothers,Climb,2
Short Brothers,Cruise,5
Short Brothers,Landing,7
Short Brothers,Maneuvering,3
Short Brothers,Takeoff,6
Short Brothers,Taxi,5
Short Brothers,Unknown,2
Showalter,Cruise,1
Shuey,Landing,1
Shutt,Approach,1
Siai Marchetti,Cruise,1
Siai Marchetti,Unknown,1
Siai-Marchetti,Unknown,2
Siai-marchetti,Approach,3
Siai-marchetti,Climb,1
Siai-marchetti,Cruise,6
Siai-marchetti,Landing,2
Siai-marchetti,Maneuvering,7
Siai-marchetti,Takeoff,5
Siai-marchetti,Taxi,1
Sibila,Takeoff,1
Sicheneder,Landing,1
Sid Champion,Takeoff,1
Sidney,Approach,1
Siebel,Unknown,1
Siebert,Takeoff,1
Siefert,Unknown,1
Siegel,Takeoff,1
Siemens,Landing,1
Sierra,Takeoff,1
Sigers,Cruise,1
Siggi's Airplane Works,Takeoff,1
Sikorsky,Approach,5
Sikorsky,Climb,2
Sikorsky,Cruise,25
Sikorsky,Descent,2
Sikorsky,Landing,11
Sikorsky,Maneuvering,53
Sikorsky,Other,1
Sikorsky,Standing,11
Sikorsky,Takeoff,12
Sikorsky,Taxi,4
Sikorsky,Unknown,30
Sikorsky/orlando,Cruise,1
Silence,Unknown,1
Sill/thomas,Cruise,1
Silliman,Cruise,1
Silva,Descent,1
Silvaggio,Climb,1
Silvaire,Cruise,1
Silvaire,Landing,2
Silvaire,Maneuvering,2
Silvaire,Takeoff,1
Silveira Jonathan A,Unknown,1
Silver,Cruise,1
SilverLight Aviation,Unknown,1
SilverLight Aviation LLC,Unknown,1
Silvius,Maneuvering,1
Simcox,Maneuvering,1
Simmons,Descent,1
Simmons,Landing,1
Simmons,Unknown,1
Simoneau,Landing,1
Simons,Cruise,1
Simpkins,Landing,1
Simpson,Approach,1
Simpson,Unknown,1
Sims - Basset,Takeoff,1
Sinclair,Landing,1
Sinclair,Takeoff,1
Singer,Descent,1
Sino-swearingen,Descent,1
Sirocco Flying Club,Maneuvering,1
Sisk,Takeoff,1
Six Chuter,Unknown,4
"Six Chuter, Inc",Unknown,1
"Six Chutter, Inc.",Takeoff,1
Six/huber,Climb,1
Sjostrand,Takeoff,1
Skelton,Approach,1
Skilling,Landing,1
Skillman,Maneuvering,1
Skov-papworth,Landing,1
Skov-papworth,Takeoff,1
Skurich,Landing,1
"Sky International, Inc.",Unknown,1
Sky Star,Cruise,1
Skygear,Approach,1
Skykits,Landing,1
Skykits Corporation,Unknown,1
Skypower,Cruise,1
Skypower,Descent,1
Skypower,Landing,1
Skyranger,Takeoff,1
Skystar,Landing,1
Skystar,Unknown,1
Skystar Aircraft Corp,Taxi,1
Skytek,Maneuvering,1
Slade H. Holmes,Cruise,1
Slagle,Landing,1
Slater,Maneuvering,1
Slaybaugh,Maneuvering,1
Slepcev,Landing,1
Slingsby,Approach,4
Slingsby,Descent,1
Slingsby,Maneuvering,1
Slingsby,Takeoff,1
Slingsby Aviation Plc,Landing,1
Slipstream,Landing,1
Sloan,Cruise,1
Sloan,Takeoff,1
Sly,Cruise,1
Smart,Cruise,1
Smeesters,Takeoff,1
Smelko,Approach,1
Smelser,Cruise,1
Smith,Approach,4
Smith,Climb,1
Smith,Cruise,7
Smith,Descent,3
Smith,Landing,5
Smith,Maneuvering,9
Smith,Takeoff,7
Smith,Taxi,2
Smith,Unknown,2
Smith & R. Mathews,Cruise,1
Smith Aerostar,Climb,1
Smith Aerostar,Takeoff,2
Smith Arthur Fox,Landing,1
Smith Carter A,Approach,1
Smith Douglas J.,Unknown,1
Smith Mini,Approach,1
Smith Miniplane,Approach,1
Smith Miniplane,Landing,1
Smith Miniplane,Maneuvering,1
Smith Miniplane,Takeoff,1
Smith Miniplane,Taxi,1
Smith Wylie Jay,Unknown,1
"Smith, Ted Aerostar",Approach,7
"Smith, Ted Aerostar",Climb,2
"Smith, Ted Aerostar",Cruise,8
"Smith, Ted Aerostar",Descent,2
"Smith, Ted Aerostar",Go-around,1
"Smith, Ted Aerostar",Landing,12
"Smith, Ted Aerostar",Maneuvering,3
"Smith, Ted Aerostar",Takeoff,13
"Smith, Ted Aerostar",Taxi,3
Smith-poston,Cruise,1
Smith/davis,Maneuvering,1
Smithgall Pitts Special,Maneuvering,1
Smitrovich,Cruise,1
Smitrvich Starduster,Approach,1
Smuz,Landing,1
Smyth,Approach,1
Smyth,Unknown,1
Smyth Sidewinder,Landing,1
Smyth Sidewinder,Unknown,1
Snelling,Unknown,1
Snider,Climb,1
Snider,Takeoff,1
Snobird,Approach,1
Snobird,Unknown,1
Snodgrass,Maneuvering,1
Snow,Cruise,5
Snow,Descent,1
Snow,Landing,8
Snow,Maneuvering,12
Snow,Takeoff,3
Snow,Unknown,3
Snowbird,Maneuvering,1
Snyded,Descent,1
Snyder,Maneuvering,1
Snyder,Takeoff,2
Socata,Approach,10
Socata,Climb,5
Socata,Cruise,7
Socata,Descent,1
Socata,Go-around,3
Socata,Landing,9
Socata,Maneuvering,3
Socata,Standing,1
Socata,Takeoff,9
Socata,Taxi,2
Socata,Unknown,13
Socata-Groupe Aerospatiale,Unknown,1
Solem,Takeoff,1
Sollars,Approach,1
Solo Wings,Maneuvering,1
Sommerauer,Maneuvering,1
Sonerai,Approach,1
Sonerai,Landing,2
Sonerai,Maneuvering,1
Soneral,Unknown,1
Soneria,Takeoff,1
Sonex,Unknown,3
Sonex / John D. McCarter,Unknown,1
Sons Mustang,Unknown,1
Sopwith,Unknown,1
Sorensen,Taxi,1
Sorrel,Takeoff,1
Sorrel,Unknown,1
Sorrell,Approach,1
Sorrell,Cruise,1
Sorrell,Maneuvering,1
Sorrell,Unknown,1
Sorrell Aircraft,Unknown,1
Sours/midget Mustang,Approach,1
South Mississippi Light Aircra,Maneuvering,1
Southern,Maneuvering,1
Southern Aero,Maneuvering,1
Southern Airmotive Corp Sac,Takeoff,1
Southern Powered Parachute,Unknown,1
Southern Powered Parachutes,Unknown,1
Southwest Florida Aviation,Maneuvering,3
Southworth,Cruise,1
Soward,Climb,1
Spackman,Unknown,1
Spagnoletti,Takeoff,1
Spane,Takeoff,1
Spannagel,Approach,1
Spark/acroduster,Takeoff,1
Sparke,Takeoff,1
Sparks,Landing,1
Sparks-schreder,Cruise,1
Sparrow Hawk,Unknown,1
Sparrowhawk,Unknown,1
Spartan,Landing,2
Spartan,Unknown,1
Spaulding,Cruise,1
Spearman,Approach,1
Spears,Maneuvering,1
Spectrum Aeronautical Llc,Standing,1
Spegele,Landing,1
Spencer,Approach,2
Spencer,Landing,1
Spencer,Takeoff,1
Sperling,Takeoff,1
Speyer,Cruise,1
Spezio,Maneuvering,1
Spezio Sport,Maneuvering,1
Spiker Rotorway,Standing,1
Spirangam,Landing,1
Spitfire,Unknown,1
Spittler,Takeoff,1
Sport Flight,Takeoff,1
Sport Flight,Unknown,1
Sport Flight International,Unknown,1
Sportavia Putzer,Takeoff,1
Sportavia-putzer,Landing,2
Sportsman,Takeoff,1
Sprague,Approach,2
Spreuer,Takeoff,1
Springer,Landing,1
Springer,Maneuvering,1
Sproul,Descent,1
Sproul,Unknown,1
Spurgeon,Cruise,1
Squier,Unknown,1
St. Claire,Landing,1
Stadden,Takeoff,1
Stafford,Approach,1
Stafford,Climb,1
Stahl-ameter,Cruise,1
Stainbrook,Takeoff,1
Stallings,Maneuvering,1
Stampe,Landing,1
Stampe,Takeoff,1
Stampe Et Renard,Takeoff,1
Stampe Renard,Landing,1
Stamsta,Landing,1
Stan G. Hallam,Approach,1
Stanek,Cruise,1
Stanford,Approach,1
Stanger,Maneuvering,1
Stanley,Cruise,1
"Stanley, Davey L",Descent,1
Stanton,Maneuvering,2
Stanton,Unknown,1
Star Duster,Takeoff,1
Star Duster Too,Climb,1
Star-lite,Maneuvering,1
Star-lite Engineering Ltd,Maneuvering,1
Starck,Approach,1
Starduster,Approach,2
Starduster,Cruise,1
Starduster,Landing,3
Starduster,Maneuvering,2
Starduster,Other,1
Starduster,Takeoff,1
Starduster,Unknown,1
Starduster Ii,Maneuvering,1
Starduster Too,Landing,1
Starfire,Landing,1
Starflight,Takeoff,1
Stark Rand,Takeoff,1
Starke,Maneuvering,1
Starman,Cruise,1
Starnes,Takeoff,1
Starr,Takeoff,1
Start & Flug,Descent,1
Start & Flug,Landing,3
Statz,Landing,1
Staudacher,Landing,1
Staudacher,Maneuvering,3
"Staudacher Aircraft, Inc.",Maneuvering,1
Staudaucher,Maneuvering,1
Stearman,Go-around,1
Stearman,Landing,7
Stearman,Maneuvering,3
Stearman,Takeoff,3
Stearman,Unknown,9
Stearns,Cruise,1
Steel/vans,Cruise,1
Steele,Cruise,1
Steele,Landing,1
Steele,Takeoff,1
Steen,Climb,1
Steen,Landing,2
Steen,Maneuvering,2
Steen,Takeoff,3
Steen,Taxi,1
Steen,Unknown,1
Steen Aero Lab,Cruise,1
Steen Skybolt,Cruise,1
Steen Skybolt,Maneuvering,1
Steen Skybolt,Takeoff,1
Steens,Maneuvering,1
Steeves,Approach,1
Stein,Unknown,1
Stein Skybolt,Cruise,1
Steinbaum,Approach,1
Steinke,Cruise,1
Steinke,Takeoff,1
Steinorth,Approach,1
Stelly,Takeoff,1
Stembridge,Takeoff,1
Stemme,Descent,1
Stemme,Takeoff,1
Stemme,Unknown,1
Stemme GMBH & CO,Unknown,1
Stephen,Maneuvering,1
Stephen,Takeoff,1
Stephen F. Graves,Unknown,1
Stephens,Climb,1
Stephens,Maneuvering,1
Stephens,Takeoff,1
Stephenson,Maneuvering,2
Stern,Maneuvering,1
Sterner,Takeoff,1
Sterns,Maneuvering,1
Steve Hill,Descent,1
Steven A. Jones,Unknown,1
Steven G Goonen,Unknown,1
Steven Hardie,Unknown,1
Steven Kurtis,Climb,1
Steven R. Jackson,Climb,1
Steven Soper,Takeoff,1
Steven Ulrich,Takeoff,1
Steven W. Jones,Descent,1
Steven W. Jones,Landing,1
Stevens,Approach,2
Stevens,Landing,1
Stevens,Maneuvering,1
Stevens,Takeoff,1
Stevens,Taxi,1
Stevenson,Approach,1
Stevenson,Takeoff,1
Steward,Takeoff,1
Steward Rocky,Cruise,1
Stewart,Climb,1
Stewart,Cruise,2
Stewart,Takeoff,1
Stewart 51 Inc.,Climb,1
Stiles,Climb,1
Stinson,Approach,17
Stinson,Climb,8
Stinson,Cruise,42
Stinson,Descent,8
Stinson,Go-around,7
Stinson,Landing,117
Stinson,Maneuvering,15
Stinson,Other,1
Stinson,Standing,2
Stinson,Takeoff,97
Stinson,Taxi,11
Stinson,Unknown,23
Stiritz,Maneuvering,1
Stirling,Cruise,1
Stits,Approach,1
Stits,Landing,1
Stits,Maneuvering,1
Stits,Standing,1
Stits,Takeoff,1
Stits Aircraft,Unknown,1
Stits Flut-r-bug,Landing,1
Stits Playboy,Climb,1
Stits-itrich,Landing,1
Stitts,Landing,2
Stock,Maneuvering,1
Stoddard Hamilton,Unknown,4
Stoddard-Hamilton,Unknown,1
Stoeckler,Maneuvering,1
Stokes,Takeoff,1
Stol,Cruise,1
Stol,Unknown,1
Stol Aircraft,Landing,1
Stolp,Maneuvering,1
Stolp,Takeoff,1
Stolp,Taxi,1
Stolp Starduster,Landing,1
Stolp Starduster,Standing,1
Stolp Starduster,Unknown,1
Stolp Starduster Corp.,Takeoff,2
Stolp-adams,Maneuvering,1
Stolp-starduster Too,Takeoff,1
Stolt,Landing,1
Stolt-adams,Approach,1
Stolte,Maneuvering,1
Stoltzfus,Maneuvering,1
Stoopin,Cruise,1
Storey,Takeoff,1
Storey,Unknown,1
Storm,Cruise,1
Storm Fury,Unknown,1
Stout,Climb,1
Stout Gordon,Cruise,1
Stracener Experimental,Cruise,1
Strategie Ballloon Co.,Takeoff,1
Stratton,Takeoff,1
Straw,Maneuvering,1
Streifthau,Go-around,1
Striplin,Approach,2
Striplin,Go-around,1
Striplin Aircraft Corporation,Cruise,1
Strissel,Cruise,1
Strissel,Maneuvering,1
Strother,Takeoff,1
Stroud,Landing,1
Stuart,Approach,1
Stuart J. Carter,Takeoff,1
Stuart/wagner,Takeoff,1
Stubbe-kitfox,Maneuvering,1
Stubler,Landing,1
Stugart,Landing,1
Stugart,Takeoff,1
Stulp,Cruise,1
Stump,Maneuvering,1
Stump,Unknown,1
Stump Bradley,Unknown,1
Sturges,Climb,1
Sturges,Maneuvering,1
Stys,Approach,1
Sud Aviation,Approach,1
Sud Aviation,Cruise,1
Sud Aviation,Landing,1
Sud Aviation,Takeoff,1
Sud Aviation,Unknown,1
Sukane,Cruise,1
Sukhoi,Cruise,1
Sukhoi,Descent,1
Sukhoi,Landing,3
Sukhoi,Maneuvering,10
Sukhoi,Taxi,1
Sullivan,Unknown,1
Suminski,Cruise,1
Summerfeldt,Cruise,1
Summers,Cruise,1
Sunburst,Approach,1
Sunburst,Cruise,1
Sunburst,Takeoff,1
Sunrise Ultralight,Maneuvering,1
Surline,Cruise,1
Sutton,Maneuvering,1
Sutton Tailwind,Maneuvering,1
Svensson,Unknown,1
Swain,Maneuvering,1
Swanningson,Climb,1
Swanson,Landing,1
Swanson,Maneuvering,1
Swanson,Takeoff,1
Swanson/bensen,Maneuvering,1
Swant,Takeoff,1
Swearingen,Approach,25
Swearingen,Climb,3
Swearingen,Cruise,9
Swearingen,Descent,3
Swearingen,Landing,54
Swearingen,Maneuvering,3
Swearingen,Other,1
Swearingen,Standing,7
Swearingen,Takeoff,24
Swearingen,Taxi,10
Swearingen,Unknown,12
Swearingen T R/masters W,Takeoff,1
Sweeney,Takeoff,1
Sweet-house,Landing,1
Swensen,Unknown,1
Swertfeger,Approach,1
Swich,Maneuvering,1
Swiezy,Unknown,1
Swift,Approach,1
Swift,Landing,1
Swift,Maneuvering,1
Swift,Takeoff,1
"Swift Museum Foundation, Inc.",Unknown,1
Swing,Cruise,1
Swing Brian S,Landing,1
Syracuse,Maneuvering,2
Syreini,Maneuvering,1
Szd,Descent,1
Szybowcowy Zaklad Do,Cruise,1
T BIRD,Unknown,1
T BIRD GOLDEN CIRCLE AIR INC,Unknown,1
T&T AVIATION INC,Unknown,1
T.r. Bristol,Descent,1
T51 Inc.,Unknown,1
TACCHI TORELLO F,Unknown,1
"TAFT, MALCOLM J SR",Unknown,1
TAPPEN CHRIS,Unknown,1
TARANTOLA,Unknown,1
TARANTOLA LEONARD,Unknown,1
TATKOVSKY JAMES G,Unknown,1
TAYLOR,Unknown,1
TAYLORCRAFT,Unknown,62
TAYLORCRAFT AVIATION CORP,Unknown,5
TAYLORCRAFT AVIATION CORP.,Unknown,3
TAYLORCRAFT CORP,Unknown,1
TEAL HARRY H,Unknown,1
TEAM INC,Unknown,1
TEAM ROCKET,Unknown,1
TEAM ROCKET F-1,Unknown,1
TECNAM,Unknown,11
TEMCO,Unknown,8
TEMPLE BENJAMIN,Unknown,1
TERATORN,Unknown,1
TERRY F KING,Unknown,1
TERRY W. THAYER,Unknown,1
TEUNIS,Unknown,1
TEW WILLIAM P,Unknown,1
TEXAS AIR VENTURES INC,Unknown,1
TEXAS HELICOPTER CORP,Unknown,10
TEXTRON AVIATION INC,Unknown,12
THE BOEING COMPANY,Unknown,9
THIBAULT MICHAEL L,Unknown,1
THOMAS,Unknown,1
THOMAS A SIMINSKI,Unknown,1
THOMAS B MCGRATH,Unknown,1
THOMAS C SIKES,Unknown,1
THOMAS CRAIG E,Unknown,1
THOMAS DAVID W,Unknown,1
THOMAS E HUDZINSKI,Unknown,1
THOMAS G PARKHURST,Unknown,1
THOMAS J HANKAMP,Unknown,1
THOMAS J MURRAY,Unknown,1
THOMAS LEE,Unknown,1
THOMAS R WADE,Unknown,1
THOMAS SCOTT,Unknown,1
THOMAS STEPHEN,Unknown,1
THOMAS WAYNE L,Unknown,1
THOMPSON,Unknown,1
THOMPSON BRUCE D,Unknown,1
THOMPSON DAVID,Unknown,1
THOMPSON TOMMY W,Unknown,1
THOMPSON WILLIAM A,Unknown,1
THOMSEN,Unknown,1
THORNTON,Unknown,1
THORP,Unknown,3
THROCKMORTON MATTHEW E,Unknown,1
THRUSH,Unknown,4
THRUSH AIRCRAFT INC,Unknown,12
THRUSH AIRCRAFT LLC,Unknown,1
THUNDER & COLT,Unknown,1
THUNDER & COLT AIRBORNE AMER,Unknown,1
THUNDERBIRD AVIATION,Unknown,1
TIFFT,Unknown,1
TIGER AIRCRAFT LLC,Unknown,1
TIMOTHY C WILLIAMS,Unknown,1
TIMOTHY J COWPER,Unknown,1
TITAN,Unknown,5
TITAN AEROSPACE HOLDINGS INC,Unknown,1
TL ULTRALIGHT,Unknown,1
TL ULTRALIGHT SRO,Unknown,6
TL Ultralight SRO,Unknown,2
TODD FOLEY,Unknown,1
TOERNER BOB,Unknown,1
TOLAND S/THORNBURGH J,Unknown,1
TOLBERT ROBERT R,Unknown,1
TOMAN JACK JR,Unknown,1
TOMBLINGSON-LEATHERS,Unknown,1
TOMEI,Unknown,1
TOMISIN THOMAS J,Unknown,1
TOMLINSON TRACY L,Unknown,1
TOMPKINS,Unknown,1
TONY DUBEANSKY,Unknown,1
TOP DOG,Unknown,1
TOPDOG ULTRALIGHTS,Unknown,1
TRAVEL AIR,Unknown,2
TRAXLER JOHN N,Unknown,1
TREIDEL MARK/R F D,Unknown,1
TRIAD INTERNATIONAL TECHNOLOGY,Unknown,1
TRICK TRIKES,Unknown,4
TROM WAYNE,Unknown,2
TROMSNESS ENTERPRISES INC,Unknown,1
TROYER,Unknown,1
TRUSTY,Unknown,1
TTX Air LLC,Unknown,1
TUBBS S/PERFORMANCE AIR INC,Unknown,1
TUBERVILLE,Unknown,1
TUCKER MITCHEL C,Unknown,1
TUCKER TIMOTHY E,Unknown,1
TUCKER-HURNI,Unknown,1
TUMBLING GOOSE LLC,Unknown,1
TUPOLEV,Unknown,2
TURBINE CUBS OF WYOMING LLC,Unknown,1
TURBO THRUSH,Unknown,1
TURCK G L/DUFLO J T,Unknown,1
TURCOTTE JR ROBERT L,Unknown,1
TUTTLE BRUCE C,Unknown,1
TWENTY SECOND STREET LLC,Unknown,1
TYLER IVES,Unknown,1
Taber,Takeoff,1
Tackabury,Unknown,1
Tail Feather LLC,Unknown,1
Tailwind,Cruise,1
Tailwind,Landing,1
Takemoto,Takeoff,1
Talago,Takeoff,1
Talbott,Takeoff,1
"Tallent, Chris M.",Unknown,1
Talmadge Scott,Takeoff,1
Tamarack Helicopters Inc,Unknown,1
Tandem,Unknown,1
Tanke,Approach,1
Tanker,Go-around,1
Tankersley,Takeoff,1
Tanner,Takeoff,1
Tapaszy,Cruise,1
Taplin,Maneuvering,1
Tate,Takeoff,1
Tatelman-Pitts,Unknown,1
Taylor,Climb,1
Taylor,Cruise,1
Taylor,Go-around,1
Taylor,Maneuvering,2
Taylor,Takeoff,3
Taylor,Taxi,1
Taylor,Unknown,1
Taylor Air Command,Takeoff,1
Taylor Lonsdale,Approach,1
Taylor Smith,Landing,1
Taylor Titch,Maneuvering,1
Taylorcraft,Approach,29
Taylorcraft,Climb,4
Taylorcraft,Cruise,25
Taylorcraft,Descent,6
Taylorcraft,Go-around,14
Taylorcraft,Landing,80
Taylorcraft,Maneuvering,43
Taylorcraft,Standing,10
Taylorcraft,Takeoff,81
Taylorcraft,Taxi,14
Taylorcraft,Unknown,15
Taylorcraft Aviation,Unknown,1
Taylorcraft Corporation,Unknown,1
"Tbm, Sa",Landing,1
Teague,Cruise,1
Teague,Maneuvering,2
Teal,Go-around,1
Teal,Landing,2
Teal,Maneuvering,1
Team,Unknown,1
Techno Avia,Maneuvering,1
Tecnam,Landing,1
Tecnam,Takeoff,1
Tecnam,Unknown,1
Ted Smith,Approach,1
Ted Smith,Maneuvering,1
Ted Smith,Unknown,1
Tedford,Maneuvering,1
Teman,Takeoff,1
Temco,Approach,3
Temco,Cruise,2
Temco,Landing,4
Temco,Takeoff,10
Temco,Unknown,2
Temco Luscombe,Go-around,1
Tennessee Engineering & Manf,Maneuvering,1
Tennyson Howard,Takeoff,1
Teraton,Takeoff,1
Teratorn,Maneuvering,2
Teratorn,Takeoff,4
Teratorn,Unknown,1
Teratorn Acft Inc.,Cruise,1
"Teratorn Aircraft, Inc.",Maneuvering,1
"Teratorn Aircraft, Inc.",Takeoff,1
Teratron,Taxi,1
Terminella,Takeoff,1
Terning,Takeoff,1
Terpstra,Cruise,1
Terrell Caragol,Unknown,1
Terrence A. Sack,Approach,1
Terrio,Cruise,1
Terry,Maneuvering,1
Terry,Takeoff,2
Terry E. Morris,Go-around,1
Terry G. Olson,Unknown,1
Terry Tevis,Maneuvering,1
Teschendorf,Maneuvering,1
Tesmer Glassair,Approach,1
Tesori,Cruise,1
Tessier,Maneuvering,1
Test,Approach,1
Tetrault Ronad,Unknown,1
Texas Helicopter,Cruise,6
Texas Helicopter,Landing,2
Texas Helicopter,Maneuvering,12
Texas Helicopter,Takeoff,10
Texas Helicopter Corp.,Takeoff,1
Texas Helicopter Corporation,Unknown,1
Textron Aviation,Unknown,4
Textron Aviation Inc,Unknown,1
Thacker,Takeoff,1
Thalman,Takeoff,1
Tharp S Richard,Landing,1
Thatcher,Unknown,2
The Old Hen Crow,Approach,1
Theis,Takeoff,1
Theordore Jankowski,Takeoff,1
Therrien Roger,Landing,1
Thiessen,Cruise,1
Thocker,Takeoff,1
Thocker,Unknown,1
Thomas,Approach,1
Thomas,Cruise,2
Thomas,Maneuvering,1
Thomas,Takeoff,3
Thomas C. Piper,Unknown,1
Thomas D. Parkes,Unknown,1
Thomas E. Georges,Takeoff,1
Thomas J. Dorsey,Unknown,1
Thomas Long,Unknown,1
Thomas Wild,Unknown,1
Thompson,Cruise,1
Thompson,Takeoff,5
Thompson,Unknown,2
Thompson Howard,Unknown,1
"Thomsen, Horst",Approach,1
Thomson,Approach,1
Thomson,Cruise,1
Thomson,Takeoff,1
Thornhill,Climb,1
Thornley,Maneuvering,1
Thorp,Approach,2
Thorp,Cruise,3
Thorp,Landing,5
Thorp,Maneuvering,1
Thorp,Takeoff,1
Thorp,Unknown,3
"Thorp Aero, Inc.",Cruise,1
Thorpe,Landing,3
Thorpe,Takeoff,1
Thrush,Unknown,1
Thrush Aircraft Inc.,Maneuvering,1
"Thrush Aircraft, Inc.",Unknown,2
Thunder & Colt Ltd,Landing,1
Thunder And Colt,Approach,2
Thunder And Colt,Cruise,4
Thunder And Colt,Descent,1
Thunder And Colt,Landing,12
Thunder And Colt,Maneuvering,1
Thunder And Colt,Standing,2
Thunder And Colt,Takeoff,1
"Thunder Balloons, Ltd.",Landing,1
"Thunder Balloons, Ltd.",Takeoff,1
Thunder Mustang,Unknown,1
Thurmond,Cruise,1
Thurston,Descent,1
Thurston,Takeoff,2
Tibert,Landing,1
Tichacek,Takeoff,1
Tidd Wesley,Unknown,1
Tierra,Maneuvering,1
Tierra,Unknown,1
Tierra Ii,Takeoff,1
Tifft-v,Takeoff,1
Tilbert,Landing,1
Tillman,Go-around,1
Tillman,Takeoff,1
Timm,Approach,1
Timothy J Brown,Cruise,1
Timothy Wingate,Takeoff,1
Tingle,Takeoff,1
Tinsman,Approach,1
Titan,Maneuvering,1
Titan,Unknown,8
Titan Aircraft,Cruise,1
Titan Aircraft,Go-around,1
Titan Aircraft,Maneuvering,1
Titan Aircraft,Takeoff,1
Tjerrild,Cruise,1
Tocholke,Takeoff,1
Todd,Landing,1
Todd,Takeoff,1
Todd Goudeau,Cruise,1
Toevs,Unknown,1
Tolle,Takeoff,1
Tolsma Tony G,Landing,1
Tom Kilgore,Unknown,1
Toman,Maneuvering,1
Tomash,Takeoff,1
Tomcat,Takeoff,1
Tomishin,Cruise,1
Tomlinson,Approach,1
Tomlinson,Takeoff,1
Tomschin,Cruise,1
Toomey,Unknown,1
